step,sim_time_s,cmd,x_m,y_m,yaw_fused,yaw_imu,left_enc,right_enc,ds,dtheta_enc
269,8.608,FORWARD,-0.24606954465538264,-0.42814305540511,-2.093545244910806,-2.093745296742308,6.441412237626347,16.526903983061494,0.008230367887664198,1.3312333415909262e-12
270,8.64,FORWARD,-0.25017874091171766,-0.4352742167189795,-2.0935552480002837,-2.0937453066692853,6.632816141983255,16.718307887408322,0.008230367887130335,-1.6357591382039113e-12
271,8.672,FORWARD,-0.25428800493856957,-0.44240533898045975,-2.0935647514892928,-2.0937453176980125,6.82422004633868,16.909711791737003,0.00823036788670826,-4.339584247503581e-12
272,8.704,FORWARD,-0.25839733335129994,-0.449536424139215,-2.0935737803923717,-2.0937453294238115,7.015623950693617,17.101115696050726,0.008230367886376202,-6.68743100728016e-12
273,8.736,FORWARD,-0.26250672293462035,-0.45666747404741753,-2.0935823584517825,-2.0937453414169247,7.207027855048394,17.292519600352417,0.008230367886114054,-8.614021445826326e-12
274,8.768,FORWARD,-0.26661617063396786,-0.46379849046471233,-2.0935905082006587,-2.093745353238148,7.3984317594028575,17.483923504644878,0.00823036788590887,-1.0060839739927904e-11
275,8.8,FORWARD,-0.27072567354731136,-0.47092947506292826,-2.0935982510237987,-2.0937453644547985,7.589835663756446,17.675327408930787,0.008230367885749209,-1.0981905898282019e-11
276,8.832,FORWARD,-0.27483522891737694,-0.4780604294305501,-2.0936056072162277,-2.093745374656493,7.781239568108337,17.866731313212654,0.008230367885625773,-1.1362379852511166e-11
277,8.864,FORWARD,-0.2789448341242743,-0.48519135507695793,-2.0936125960395513,-2.093745383470045,7.972643472457463,18.058135217492804,0.008230367885529454,-1.1192324582854843e-11
278,8.896,FORWARD,-0.2830544866785133,-0.49232225343644986,-2.093619235776182,-2.093745390573094,8.16404737680271,18.24953912177348,0.008230367885457349,-1.0477494134352234e-11
279,8.928,FORWARD,-0.28716418421438683,-0.4994531258720408,-2.0936255437814726,-2.0937453957058643,8.35545128114292,18.440943026056562,0.008230367885400748,-9.269766558124532e-12
280,8.96,FORWARD,-0.291273924483718,-0.5065839736790703,-2.093631536533656,-2.093745398680579,8.546855185477082,18.632346930343836,0.008230367885360877,-7.608359696981463e-12
281,8.992,FORWARD,-0.2953837053499389,-0.513714798088597,-2.093637229681684,-2.093745399388359,8.738259089804231,18.823750834636648,0.008230367885329177,-5.571663413658202e-12
282,9.024000000000001,FORWARD,-0.2994935247825039,-0.5208456002706228,-2.0936426380908255,-2.093745397803158,8.929662994123618,19.015154738936133,0.008230367885305727,-3.2294332302679928e-12
283,9.056000000000001,FORWARD,-0.30360338085160815,-0.5279763813371298,-2.0936477758860668,-2.09374539398271,9.121066898434778,19.206558643243095,0.00823036788528965,-6.811113518054144e-13
284,9.088000000000001,FORWARD,-0.30771327172319735,-0.5351071423449466,-2.09365265649321,-2.093745388066418,9.31247080273743,19.397962547557906,0.008230367885275442,1.972995928060127e-12
285,9.120000000000001,FORWARD,-0.31182319565426186,-0.5422378842984681,-2.093657292677659,-2.0937453802702657,9.503874707031699,19.589366451880746,0.00823036788526784,4.63603867035853e-12
286,9.152000000000001,FORWARD,-0.31593315098838076,-0.5493686081522076,-2.0936616965808783,-2.0937453708788945,9.695278611317908,19.780770356211345,0.008230367885261387,7.202807532803382e-12
287,9.184000000000001,FORWARD,-0.3200431361515179,-0.5564993148132249,-2.093665879754504,-2.0937453602352534,9.886682515596739,19.972174260549163,0.008230367885257949,9.571556073933901e-12
288,9.216000000000001,FORWARD,-0.3241531496480394,-0.5636300051434142,-2.0936698531921047,-2.0937453487280107,10.078086419869084,20.16357816489335,0.008230367885255468,1.1657544688480201e-11
289,9.248,FORWARD,-0.3282631900569447,-0.5707606799616776,-2.0936736273586654,-2.09374533677741,10.26949032413615,20.354982069242833,0.008230367885255774,1.3373140383336993e-11
290,9.28,FORWARD,-0.33237325602828927,-0.5778913400459808,-2.0936772122177962,-2.093745324819881,10.460894228399283,20.54638597359633,0.00823036788525753,1.4662720723125502e-11
291,9.312,FORWARD,-0.336483346279787,-0.5850219861353094,-2.0936806172568283,-2.0937453132921195,10.65229813266002,20.737789877952324,0.008230367885259706,1.5456818215290763e-11
292,9.344,FORWARD,-0.3405934595935784,-0.5921526189315327,-2.0936838515097826,-2.0937453026151203,10.843702036919954,20.92919378230931,0.008230367885263755,1.5747937545191293e-11
293,9.376,FORWARD,-0.34470359481314633,-0.5992832391011752,-2.0936869235785034,-2.093745293178796,11.035105941180724,21.120597686665636,0.008230367885267612,1.5505527941270926e-11
294,9.408,FORWARD,-0.34881375084037347,-0.6064138472771163,-2.0936898416519716,-2.0937452853277723,11.226509845444028,21.31200159101973,0.00823036788527403,1.4731893639995867e-11
295,9.44,FORWARD,-0.3529239266327205,-0.6135444440602071,-2.093692613524026,-2.093745279348757,11.417913749711357,21.503405495369996,0.008230367885278306,1.3457879988606878e-11
296,9.472,FORWARD,-0.3570341212005286,-0.6206750300208338,-2.0936952466096836,-2.0937452754600776,11.609317653984153,21.69480939971509,0.008230367885284647,1.1731326078282973e-11
297,9.504,FORWARD,-0.3611443336044215,-0.6278056057004049,-2.0936977479602508,-2.0937452738037234,11.800721558263584,21.88621330405378,0.008230367885289573,9.615369297423383e-12
298,9.536,FORWARD,-0.3652545629528146,-0.6349361716127916,-2.0937001242774276,-2.0937452744401575,11.992125462550636,22.077617208385064,0.008230367885294233,7.177441293296175e-12
299,9.568,FORWARD,-0.3693648083995157,-0.6420667282457083,-2.0937023819265828,-2.093745277346106,12.183529366846034,22.26902111270822,0.00823036788529893,4.504022940773533e-12
300,9.6,FORWARD,-0.37347506914141526,-0.6491972760620406,-2.0937045269494057,-2.0937452824153984,12.374933271150123,22.460425017022803,0.008230367885301449,1.7029158481663492e-12
301,9.632,FORWARD,-0.37758534441626734,-0.6563278155011268,-2.093706565076168,-2.09374528946288,12.566337175463024,22.65182892132864,0.008230367885302865,-1.1463249113044475e-12
302,9.664,FORWARD,-0.381695633500554,-0.6634583469799901,-2.093708501737648,-2.093745298231128,12.757741079784555,22.84323282562596,0.008230367885305307,-3.928408960812806e-12
303,9.696,FORWARD,-0.3858059357074318,-0.6705888708945157,-2.093710342076971,-2.093745308399886,12.949144984114156,23.03463672991527,0.008230367885306568,-6.537838928514039e-12
304,9.728,FORWARD,-0.38991625038476646,-0.6777193876205876,-2.093712090961449,-2.0937453195977525,13.140548888451008,23.22604063419738,0.008230367885307637,-8.882949407487003e-12
305,9.76,FORWARD,-0.39402657691325077,-0.684849897515172,-2.0937137529945122,-2.0937453314157364,13.331952792794091,23.417444538473326,0.008230367885309165,-1.0893709938312828e-11
306,9.792,FORWARD,-0.3981369147046078,-0.6919804009173509,-2.0937153325277587,-2.093745343422208,13.523356697142102,23.60884844274439,0.008230367885310081,-1.2485937336459208e-11
307,9.824,STOP,-0.4022472631998847,-0.6991108981493095,-2.093716833673232,-2.093745355178649,13.714760601493644,23.800252347012062,0.008230367885313138,-1.36089187612907e-11
308,9.856,STOP,-0.402247265333591,-0.6991109018507807,-2.0937182595661086,-2.0937453515215183,13.714760700853802,23.80025244636922,4.272422302165068e-09,-4.865474899270582e-13
309,9.888,STOP,-0.4022472660581576,-0.6991109031077269,-2.0937196138723104,-2.093745345719166,13.714760734589351,23.80025248011418,1.4508309664762464e-09,1.5270904038156672e-12
310,9.92,STOP,-0.40224726525861454,-0.6991109017207188,-2.093720819022551,-2.093743730787167,13.714760695101898,23.800252445138554,-1.6009562422425458e-09,7.321075469128187e-10
311,9.952,STOP,-0.4022472654506971,-0.6991109020539333,-2.0937219775902713,-2.093743988159837,13.714760704405972,23.800252453723488,3.846136635843322e-10,-1.166906906532086e-10
312,9.984,STOP,-0.4022472654655413,-0.6991109020796842,-2.093723084157292,-2.0937441076057914,13.714760705312074,23.80025245419985,2.972297430403614e-11,-6.973136366022512e-11
313,10.016,STOP,-0.4022472654713137,-0.6991109020896977,-2.093724139196698,-2.0937441838735915,13.714760705754696,23.800252454294817,1.1558174861647785e-11,-5.641183788440067e-11
314,10.048,STOP,-0.40224726547565826,-0.6991109020972344,-2.0937251432660697,-2.093744219800288,13.714760706084126,23.800252454370003,8.699260867217617e-12,-4.125478826480039e-11
315,10.08,STOP,-0.4022472654791147,-0.6991109021032305,-2.0937260970223974,-2.093744217926459,13.714760706320682,23.800252454455354,6.920980233360297e-12,-2.4535194840163453e-11
316,10.112,STOP,-0.40224726548187234,-0.6991109021080142,-2.0937270012853575,-2.093744182144294,13.71476070647136,23.800252454561495,5.521599177882308e-12,-7.226729068415292e-12
317,10.144,STOP,-0.4022472654840434,-0.6991109021117803,-2.0937278602439893,-2.093744180590215,13.714760706551012,23.80025245468403,4.347052495745629e-12,6.958666766499758e-12
318,10.176,FORWARD,-0.4022472654857635,-0.6991109021147642,-2.093728676191019,-2.093744179308073,13.714760706611084,23.800252454784157,3.444277751896152e-12,6.499213745797223e-12
319,10.208,FORWARD,-0.40635945229962506,-0.70624437981191,-2.0937294853372865,-2.0937448537137393,13.906246012928673,23.991737759349363,0.00823386813398006,-2.843489594727196e-10
320,10.24,FORWARD,-0.4104614603151989,-0.7133601875569519,-2.093730252962429,-2.0937448375877756,14.097257085032833,24.18274883137167,0.008213476098719027,-1.3282051035532398e-11
321,10.272,FORWARD,-0.4145745609008684,-0.7204952266838383,-2.0937309228523158,-2.0937436606325,14.288784461344186,24.37427621088519,0.008235677250234757,5.195969768177478e-10
322,10.304,FORWARD,-0.4186855104763202,-0.7276265234219341,-2.0937315907812923,-2.093744275903975,14.480211456118841,24.56570320386684,0.008231360736760578,-2.9094041117583083e-10
323,10.336,FORWARD,-0.4227962893382088,-0.7347575131967994,-2.0937322476034974,-2.0937447228321795,14.671630283304829,24.757122029627855,0.008231009538360574,-2.3122189435657044e-10
324,10.368,FORWARD,-0.42690700499992323,-0.7418883821913811,-2.0937329239477798,-2.093745774147083,14.863045942331503,24.948537688543578,0.00823087333576154,-1.8003405370277365e-11
325,10.4,FORWARD,-0.4310176744658398,-0.7490191597889686,-2.093733607243853,-2.0937465897585503,15.05445922332618,25.13995096950235,0.008230771081999187,-5.825888775594184e-12
326,10.432,FORWARD,-0.4351283077887966,-0.7561498636267963,-2.0937342785057935,-2.0937470318776206,15.24587059851786,25.331362344497776,0.008230689129022745,-3.184494073050707e-11
327,10.464,FORWARD,-0.4392389132189291,-0.763280508415475,-2.0937349255611637,-2.0937472187723345,15.4372804600732,25.522772205780377,0.008230624041015752,-4.425593146667775e-11
328,10.496,FORWARD,-0.44334949713088734,-0.7704111056741969,-2.093735544645042,-2.0937473066403873,15.628689114040121,25.71418085955322,0.008230572116404917,-3.149184267656673e-11
329,10.528,FORWARD,-0.44746006455248394,-0.7775416646262382,-2.0937361333006983,-2.0937473172902727,15.820096804661642,25.905588550022976,0.008230530693462447,-2.4625990450187615e-11
330,10.56,FORWARD,-0.45157061942957377,-0.7846721926067128,-2.093736692211328,-2.0937473112129976,16.011503725547747,26.096995470811677,0.008230497596008347,-1.580530125017237e-11
331,10.592,FORWARD,-0.45568116491453037,-0.7918026955510646,-2.0937372227844726,-2.093747303455866,16.20291003291208,26.288401778105186,0.008230471215143571,-1.149209134562996e-11
332,10.624,FORWARD,-0.45979170349943743,-0.798933178226936,-2.0937377263782646,-2.093747294512632,16.394315851758577,26.479807596903782,0.008230450209369525,-7.772654375472277e-12
333,10.656,FORWARD,-0.46390223713842765,-0.8060636444471123,-2.0937382043072934,-2.0937472848698984,16.585721281604926,26.671213026721283,0.008230433482772744,-4.680997465954789e-12
334,10.688,FORWARD,-0.4680127673584711,-0.8131940972623986,-2.0937386578443578,-2.0937472750065163,16.77712640165523,26.862618146757946,0.008230420161869815,-2.213677354630841e-12
335,10.72,STOP,-0.4721232953482349,-0.8203245391164328,-2.093739088221842,-2.093747265386748,16.96853127495131,27.05402302005166,0.008230409551680539,-3.8393685505477625e-13
336,10.752,STOP,-0.47212329748143816,-0.8203245428168495,-2.093739519038986,-2.0937477008408627,16.96853137488681,27.0540231187793,4.2712574561676315e-09,-1.9599216673085288e-10
337,10.784,STOP,-0.47212329820592314,-0.8203245440735951,-2.093739925918909,-2.0937476565644753,16.968531408633908,27.05402315250273,1.4506164056626857e-09,-3.840496893250254e-12
338,10.816,STOP,-0.4721232974067185,-0.8203245426872363,-2.0937402475149125,-2.093746368824972,16.968531369637688,27.054023117069896,-1.6002246425728116e-09,5.782098087537344e-10
339,10.848,STOP,-0.47212329759781485,-0.8203245430187258,-2.093740578941645,-2.093746871418118,16.968531379287104,27.054023125217068,3.8262662727106543e-10,-2.4376029245413175e-10
340,10.88,STOP,-0.4721232976125668,-0.8203245430443156,-2.0937409095250223,-2.093747187029383,16.968531380554587,27.054023125323415,2.9537362777887205e-11,-1.884109036502264e-10
341,10.912,STOP,-0.472123297618284,-0.820324543054233,-2.09374123578291,-2.0937474315075844,16.968531381335755,27.054023125074682,1.1447342629367084e-11,-1.6711580379482906e-10
342,10.944,RIGHT,-0.47212329762258476,-0.8203245430616934,-2.093741554157952,-2.0937476005324864,16.968531381982213,27.05402312482875,8.611305446493133e-12,-1.4480322014829e-10
343,10.976,RIGHT,-0.4721232207243718,-0.8203244216495287,-2.1353883047896796,-2.1389424715189005,17.096281733294795,26.92626608905748,-1.4371586175157894e-07,-0.04145968922492645
344,11.008000000000001,RIGHT,-0.4721231536147323,-0.8203243249012562,-2.177249218400703,-2.184806161380435,17.22404344432558,26.798498901505802,-1.177451992139672e-07,-0.04146317976998493
345,11.040000000000001,RIGHT,-0.4721230965376309,-0.8203242495811264,-2.2192666167293056,-2.2297195822114104,17.351818213969132,26.670719736349163,-9.45035313862537e-08,-0.04146724225059687
346,11.072000000000001,RIGHT,-0.47212304794642534,-0.8203241907773972,-2.2613864186673855,-2.273725741954511,17.47960302630763,26.54293137599838,-7.628226418154166e-08,-0.04147036387033625
347,11.104000000000001,RIGHT,-0.4721230066864505,-0.8203241449281864,-2.303559431161469,-2.3168645894358852,17.607395503106957,26.41513603031914,-6.168091807624843e-08,-0.04147274100595619
348,11.136000000000001,RIGHT,-0.47212297169731754,-0.820324109199772,-2.3457408681444223,-2.359172125211202,17.735193760021318,26.287335447470376,-5.000758967121585e-08,-0.04147452871628048
349,11.168000000000001,RIGHT,-0.4721229420159598,-0.8203240813427286,-2.387889905265475,-2.400680440550354,17.862996307889702,26.159531006288567,-4.070623862159964e-08,-0.04147585105342755
350,11.200000000000001,RIGHT,-0.4721229167774283,-0.8203240595781462,-2.4299692668628934,-2.4414177910236834,17.990801975159705,26.03172378893141,-3.332687384350816e-08,-0.04147680769421872
351,11.232000000000001,RIGHT,-0.4721228952050394,-0.820324042499694,-2.471944843907554,-2.481408720028335,18.11860984400986,25.90391464034232,-2.7514387031767062e-08,-0.04147747830146191
352,11.264,RIGHT,-0.4721228765927589,-0.8203240289916129,-2.5137853425232226,-2.520674230520952,18.246419196093886,25.776104218606896,-2.2997505107289623e-08,-0.04147792556315612
353,11.296,RIGHT,-0.47212286028041556,-0.8203240181607689,-2.555461962631164,-2.559231995150754,18.374229465104385,25.648293038871017,-1.95805956604983e-08,-0.04147819734375196
354,11.328,STOP,-0.47212284561913087,-0.8203240092795389,-2.596948105770435,-2.597096592219924,18.502040193636688,25.520481513061686,-1.714145611043938e-08,-0.041478328062982225
355,11.36,STOP,-0.47212285554131833,-0.8203240152897071,-2.5969704429687925,-2.5973127371570874,18.502053780327856,25.520468465929312,1.1600514072895903e-08,-4.321714763303473e-06
356,11.392,STOP,-0.4721228615304072,-0.8203240189172906,-2.59699345118231,-2.5973787472299033,18.502062353754983,25.52046021817841,7.002038849179836e-09,-2.729474170767277e-06
357,11.424,STOP,-0.47212286536155346,-0.8203240212376879,-2.5970169481709653,-2.5974302410844516,18.502067834122094,25.520454946139395,4.479054066308671e-09,-1.744730050691976e-06
358,11.456,STOP,-0.47212286781410095,-0.8203240227230344,-2.5970406799673826,-2.597470407289469,18.50207133523036,25.520451578392574,2.867271096107507e-09,-1.114568938851549e-06
359,11.488,FORWARD,-0.4721228693840628,-0.820324023673806,-2.5970644014389244,-2.597501594735305,18.50207356970492,25.52044942928614,1.8354146114063502e-09,-7.112980479703609e-07
360,11.52,FORWARD,-0.4791660455550975,-0.8245891265878026,-2.5970910847445383,-2.5975897300965385,18.693561426255464,25.711934581521522,0.008233919688897456,-4.3881340350559387e-07
361,11.552,FORWARD,-0.4861919295793184,-0.8288434793638855,-2.597120100499046,-2.597666459039096,18.88457524512837,25.90294679781079,0.008213559755986803,-2.600418732285096e-07
362,11.584,FORWARD,-0.49323692680722997,-0.8331091489854973,-2.597146761258278,-2.597650593949677,19.076105243683468,26.094475913551307,0.008235770957355665,-1.4324915864354525e-07
363,11.616,FORWARD,-0.5002783204732164,-0.8373723880704421,-2.5971725978628717,-2.5976618048192326,19.267534111456428,26.28590423363676,0.008231429538955875,-8.887004814571573e-08
364,11.648,FORWARD,-0.5073195042355992,-0.8416352671373993,-2.5971968056319303,-2.597656095083756,19.458954300119863,26.47732420882103,0.008231063522725696,-3.4640015456422135e-08
365,11.68,FORWARD,-0.5143606481201496,-0.8458979067716837,-2.5972191807624263,-2.5976454527770554,19.65037051936506,26.668740799304697,0.008230905409170576,6.023869473205876e-08
366,11.712,FORWARD,-0.5214014127212728,-0.8501601466189842,-2.5972368682211715,-2.5976344249734247,19.84176459057863,26.860154816888603,0.008230373909145711,3.236580847095541e-06
367,11.744,FORWARD,-0.5284429961636085,-0.8544226595901553,-2.5972600001718757,-2.5976276736553943,20.033199864641617,27.05156679119802,0.008231215840006674,-3.78071472995015e-06
368,11.776,FORWARD,-0.5354841540511829,-0.8586847424321341,-2.5972779321609853,-2.5976208744659472,20.224609480145553,27.242977131482434,0.00823062904944951,1.1760588879191812e-07
369,11.808,FORWARD,-0.542525345371582,-0.8629466843094795,-2.59729468739129,-2.597613617351579,20.416018331470895,27.434386171124657,0.008230584655802661,3.0557078977993147e-08
370,11.84,FORWARD,-0.5495665668922275,-0.8672084949118785,-2.597310232266817,-2.597605816301464,20.60742625943942,27.625794174149366,0.008230542516354558,1.2178927599120162e-08
371,11.872,FORWARD,-0.5566078198903904,-0.8714701864125284,-2.5973245923323836,-2.5975975475510826,20.798833398508656,27.817201350186565,0.008230507774788311,5.998575398195269e-09
372,11.904,FORWARD,-0.5636491055595888,-0.8757317697904972,-2.597337886388588,-2.597590534218103,20.990239894252888,28.00860786563928,0.008230479740734379,3.1979803763198145e-09
373,11.936,FORWARD,-0.5706904245818479,-0.8799932545725896,-2.5973502331708582,-2.5975848582178274,21.181645870345392,28.200013853468278,0.008230457224312272,1.904412018544182e-09
374,11.968,FORWARD,-0.5777317772456954,-0.8842546489828822,-2.5973617433065352,-2.5975804595834897,21.373051429620155,28.391419420430015,0.008230439214084763,1.2473204138839223e-09
375,12.0,FORWARD,-0.5847731635007994,-0.8885159600938946,-2.5973725151559908,-2.5975771957667977,21.56445665556896,28.582824651397004,0.008230424823689592,8.142712329877764e-10
376,12.032,FORWARD,-0.5918145830238025,-0.8927771940265926,-2.597382630438408,-2.597574828152282,21.755861615463022,28.77422961367443,0.008230413326686944,3.8673434868565236e-10
377,12.064,FORWARD,-0.5988560352476715,-0.8970383561592241,-2.5973921510166917,-2.5975730385295686,21.94726636323367,28.96563436031809,0.008230404129907672,-1.828692202906469e-10
378,12.096,FORWARD,-0.6058975194808316,-0.9012994512370279,-2.5974011348476678,-2.5975718207893213,22.138670941063516,29.157038935927098,0.008230396798935332,-3.60362781282042e-10
379,12.128,FORWARD,-0.6129390348472605,-0.9055604835643365,-2.597409616153719,-2.5975707554194294,22.330075382604907,29.348443375668545,0.008230390947581007,-2.9206627289624505e-10
380,12.16,FORWARD,-0.6199805803559215,-0.9098214570646317,-2.5974176272841762,-2.597569835030813,22.521479715307073,29.53984770716019,0.00823038628016699,-1.964239502182239e-10
381,12.192,FORWARD,-0.6270221549418923,-0.9140823753235979,-2.597425198701739,-2.597569053656556,22.712883961174686,29.731251952385943,0.008230382558507325,-1.0415114132768741e-10
382,12.224,FORWARD,-0.6340637574973487,-0.9183432416268319,-2.597432358899264,-2.5975684021734486,22.90428813777464,29.922656128830596,0.008230379590459025,-2.519958167711409e-11
383,12.256,FORWARD,-0.6411053868960936,-0.9226040589938297,-2.5974391343804073,-2.597567869127117,23.09569225912935,30.11406025038154,0.008230377222471628,3.184176585923972e-11
384,12.288,FORWARD,-0.6481470420074318,-0.9268648302049345,-2.5974455497209976,-2.597567441603617,23.287096336430658,30.305464327816292,0.008230375326825237,2.1653093364448132e-11
385,12.32,FORWARD,-0.6551887217629414,-0.9311255578641711,-2.597451627165467,-2.5975671060334222,23.478500378609716,30.496868372403068,0.008230373865465438,3.906861011329381e-10
386,12.352,FORWARD,-0.6622304249961111,-0.9353862443094974,-2.5974573882015224,-2.5975668488668666,23.669904392792162,30.688272386903478,0.008230372616681402,5.159421108376544e-11
387,12.384,FORWARD,-0.6692721506957061,-0.9396468917930768,-2.59746285151384,-2.5975666570972256,23.861308384661697,30.87967637963235,0.008230371668865769,1.3943967181116656e-10
388,12.416,FORWARD,-0.6763138978259646,-0.9439075023826707,-2.597468034728364,-2.5975665186321293,24.052712358750394,31.07108035463827,0.008230370905534242,1.4883222406075862e-10
389,12.448,FORWARD,-0.6833556653934667,-0.9481680780164373,-2.5974729539806716,-2.597566422528771,24.244116318670848,31.262484315452085,0.008230370295786781,1.44960596199684e-10
390,12.48,FORWARD,-0.6903974524418922,-0.9524286205122421,-2.597477624108865,-2.5975663591156395,24.43552026730184,31.453888264917033,0.008230369809062717,1.3532130735667112e-10
391,12.512,FORWARD,-0.697439258052014,-0.9566891315788439,-2.5974820587878558,-2.5975663200259884,24.626924206936494,31.64529220530981,0.008230369420589786,1.2301638350533536e-10
392,12.544,FORWARD,-0.7044810813414958,-0.9609496128257802,-2.5974862706523574,-2.5975662981673397,24.818328139400958,31.836696138452005,0.008230369110543145,1.0997126296598977e-10
393,12.576,FORWARD,-0.7115229214643536,-0.9652100657719633,-2.59749027140954,-2.597566287648226,25.009732066149184,32.02810006580101,0.008230368863090521,9.748532562953055e-11
394,12.608,FORWARD,-0.7185647776101651,-0.9694704918531455,-2.5974940719409285,-2.5975662836797686,25.201135988338386,32.21950398852296,0.008230368665589696,8.644519193759263e-11
395,12.64,FORWARD,-0.7256066490031267,-0.973730892428413,-2.5974976823936453,-2.5975662824654675,25.39253990688962,32.41090790755106,0.008230368507955787,7.737892480851599e-11
396,12.672,FORWARD,-0.7326485349010101,-0.9779912687858409,-2.5975011122613956,-2.5975662810887608,25.583943822536018,32.602311823632135,0.008230368382140578,7.053208907910937e-11
397,12.704,FORWARD,-0.7396904345940699,-0.9822516221474297,-2.5975043704559138,-2.5975662774045216,25.77534773586118,32.79371573736364,0.008230368281718402,6.593467910019136e-11
398,12.736,FORWARD,-0.7467323474039415,-0.9865119536734347,-2.5975074653696737,-2.5975662699379907,25.966751647329716,32.985119649223634,0.008230368201563325,6.351981309910516e-11
399,12.768,FORWARD,-0.7537742726827281,-0.9907722644662643,-2.597510404932451,-2.597566257792601,26.158155557321507,33.176523559594074,0.00823036813778797,6.144103176964208e-11
400,12.8,FORWARD,-0.7608162098111109,-0.9950325555733912,-2.59751319665248,-2.597566240566541,26.3495594661074,33.36792746878007,0.008230368086395575,6.49218100662633e-11
401,12.832,FORWARD,-0.7678581581988384,-0.9992928279911788,-2.5975158476710747,-2.5975662182772603,26.540963373945864,33.55933137702491,0.008230368045791105,6.594102229659975e-11
402,12.864,FORWARD,-0.774900117282321,-1.0035530826667223,-2.5975183647868287,-2.597566191292461,26.732367281019464,33.75073528452222,0.008230368013274564,6.875308105854772e-11
403,12.896,FORWARD,-0.781942086524334,-1.0078133205006112,-2.597520754492453,-2.5975661602661,26.923771187479737,33.942139191425824,0.008230367987323323,7.19363902827337e-11
404,12.928,FORWARD,-0.7889840654129927,-1.0120735423490064,-2.5975230230004005,-2.597566126078146,27.115175093448666,34.133543097857526,0.008230367966613583,7.509145951795605e-11
405,12.96,FORWARD,-0.796026053460882,-1.016333749025592,-2.597525176265273,-2.5975660897770285,27.30657899902478,34.32494700391342,0.008230367950088198,7.785163368265651e-11
406,12.992,FORWARD,-0.803068050204216,-1.020593941303371,-2.5975272200023074,-2.5975660525241437,27.497982904287902,34.51635090966898,0.008230367936901607,7.990447271349584e-11
407,13.024000000000001,FORWARD,-0.8101100552020313,-1.0248541199163368,-2.597529159702263,-2.5975660155402265,27.68938680930305,34.70775481518325,0.008230367926382477,8.098997756511991e-11
408,13.056000000000001,FORWARD,-0.817152068035389,-1.0291142855610367,-2.5975310006429733,-2.597565980053787,27.88079071412323,34.89915872050207,0.008230367917988556,8.091158115625841e-11
409,13.088000000000001,FORWARD,-0.8241940883066028,-1.0333744388980732,-2.5975327478978665,-2.5975659472520793,28.07219461879194,35.090562625660965,0.00823036791129348,7.953898284242334e-11
410,13.120000000000001,STOP,-0.8312361156384644,-1.037634580553545,-2.5975344063417816,-2.5975659182354214,28.26359852334493,35.28196653068727,0.00823036790595482,7.680244673988044e-11
411,13.152000000000001,STOP,-0.8312361192940197,-1.0376345827650002,-2.597535982737725,-2.5975659349631743,28.263598622589726,35.281966630159936,4.272425433882177e-09,3.6974726844218256e-11
412,13.184000000000001,STOP,-0.8312361205353402,-1.0376345835159437,-2.5975374836293734,-2.597566000533724,28.26359865633503,35.28196666389325,1.4507903305371882e-09,-1.9456134816449913e-12
413,13.216000000000001,RIGHT,-0.8312361191663551,-1.0376345826877706,-2.5975384407607502,-2.597556706672336,28.263598606084123,35.28196663972568,-1.5999972493574432e-09,4.232390719654983e-09
414,13.248000000000001,RIGHT,-0.8312357117291105,-1.03763435857455,-2.6387066008659485,-2.6330058815858775,28.3913677042844,35.15417591327615,-4.650073590329283e-07,-0.04146819796204429
415,13.280000000000001,RIGHT,-0.8312354126782351,-1.0376342096882194,-2.6796562005055002,-2.6697623407801125,28.519146414560538,35.02638166515281,-3.3406371474208746e-07,-0.04147032909878291
416,13.312000000000001,RIGHT,-0.8312351770028921,-1.0376341040943513,-2.7203631907182038,-2.705808315861302,28.6469352297794,34.89858083831777,-2.582497478299979e-07,-0.041473036257803554
417,13.344,RIGHT,-0.8312349808794516,-1.03763402559373,-2.760861046875325,-2.7423070407541315,28.774729287218953,34.77077695527602,-2.1125044726835393e-07,-0.04147438279507912
418,13.376,RIGHT,-0.8312348164478623,-1.037633967360121,-2.801224650587183,-2.7801093376563797,28.9025259052978,34.64297222376384,-1.7443881662531843e-07,-0.04147493597137386
419,13.408,RIGHT,-0.8312346802257662,-1.0376339252117448,-2.8415260328489977,-2.819221673328759,29.030324373108648,34.515167123690844,-1.425936362090506e-07,-0.041475295920774924
420,13.44,RIGHT,-0.8312345670549369,-1.037633895135128,-2.8818341436692467,-2.859653835712602,29.15812404863872,34.387362001683016,-1.1709927179000615e-07,-0.04147549544954583
421,13.472,STOP,-0.831234470408174,-1.0376338735802464,-2.9221564977729764,-2.900233907367404,29.285926237477103,34.259555207204684,-9.902125887436761e-08,-0.04147617465139159
422,13.504,STOP,-0.831234538588814,-1.0376338888642376,-2.9210692361298762,-2.9004197677614307,29.285926483443333,34.259558211133424,6.98727418555478e-08,4.4751844486257753e-07
423,13.536,STOP,-0.8312345821615228,-1.037633898678988,-2.920040322146358,-2.900497032631545,29.285926536725043,34.25956023526653,4.466441847128522e-08,3.197985279525538e-07
424,13.568,STOP,-0.8312346100463244,-1.0376339049885952,-2.9190658741641315,-2.900555299473317,29.28592656310982,34.25956153863716,2.8589741233986383e-08,2.072090256459252e-07
425,13.6,STOP,-0.8312346278917376,-1.0376339090438766,-2.9181423903106003,-2.900598760714827,29.28592657293538,34.25956237999228,1.83003847666896e-08,1.3492743830567016e-07
